NAF Code,NAF French Name,NAF English Name,EXIOBASE Name,ADEME Name,Unit,EXIOBASE Monetary Factor,ADEME Monetary Factor
5320Z,Autres activités de poste et de courrier,Other postal and courier activities,Post and telecommunication,Postal services,kgCO2e/€,0.0691,0.13
5510Z,Hôtels et hébergement similaire,Hotels and similar accommodation,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5520Z,Hébergement touristique et autre hébergement de courte durée,Holiday and other short-stay accommodation,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5530Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,"Camping grounds, recreational vehicle parks and trailer parks",Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5590Z,Autres hébergements,Other accommodation,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5610A,Restauration traditionnelle,Traditional catering,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5610B,Cafétérias et autres libres-services,Cafeterias and other self-service catering,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5610C,Restauration de type rapide,Fast food restaurants,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5621Z,Services des traiteurs,Event catering activities,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5629A,Restauration collective sous contrat,Collective catering under contract,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5629B,Autres services de restauration n.c.a.,Other catering n.e.c.,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5630Z,Débits de boissons,Beverage serving activities,Hotel and restaurant (services),Accommodations and meals,kgCO2e/€,0.1015,0.32
5811Z,Édition de livres,Book publishing,Printed matter and recorded media,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.1425,0.28
5812Z,Édition de répertoires et de fichiers d'adresses,Publishing of directories and mailing lists,Printed matter and recorded media,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.1425,0.28
5813Z,Édition de journaux,Publishing of newspapers,Printed matter and recorded media,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.1425,0.28
5814Z,Édition de revues et périodiques,Publishing of journals and periodicals,Printed matter and recorded media,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.1425,0.28
5819Z,Autres activités d'édition,Other publishing activities,Printed matter and recorded media,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.1425,0.28
5821Z,Édition de jeux électroniques,Publishing of computer games,Computer and related services,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.0807,0.28
5829A,Édition de logiciels système et de réseau,System and network software publishing,Computer and related services,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.0807,0.28
5829B,Edition de logiciels outils de développement et de langages,Development tools and programming languages software publishing,Computer and related services,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.0807,0.28
5829C,Edition de logiciels applicatifs,Application software publishing,Computer and related services,"Documentation (books, journals, newspapers, and so on)",kgCO2e/€,0.0807,0.28
5911A,Production de films et de programmes pour la télévision,Production of motion pictures for television and television programmes,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
5911B,Production de films institutionnels et publicitaires,Production of institutional and promotional motion pictures,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
5911C,Production de films pour le cinéma,Production of motion pictures for cinema,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision","Motion picture, video and television programme post-production activities",Recreational/cultural and sporting services,,kgCO2e/€,0.176,
5913A,Distribution de films cinématographiques,Motion pictures for cinema distribution,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
5913B,Edition et distribution vidéo,Video edition and distribution,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
5914Z,Projection de films cinématographiques,Motion picture projection activities,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
5920Z,Enregistrement sonore et édition musicale,Sound recording and music publishing activities,Printed matter and recorded media,,kgCO2e/€,0.1425,
6010Z,Édition et diffusion de programmes radio,Radio broadcasting,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
6020A,Edition de chaînes généralistes,Broadcast of general-interest television programmes,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
6020B,Edition de chaînes thématiques,Broadcast of thematic television programmes,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
6110Z,Télécommunications filaires,Wired telecommunications activities,Post and telecommunication,Telecommunications,kgCO2e/€,0.0691,0.17
6120Z,Télécommunications sans fil,Wireless telecommunications activities,Post and telecommunication,Telecommunications,kgCO2e/€,0.0691,0.17
6130Z,Télécommunications par satellite,Satellite telecommunications activities,Post and telecommunication,Telecommunications,kgCO2e/€,0.0691,0.17
6190Z,Autres activités de télécommunication,Other telecommunications activities,Post and telecommunication,Telecommunications,kgCO2e/€,0.0691,0.17
6201Z,Programmation informatique,Computer programming activities,Computer and related services,,kgCO2e/€,0.0807,
6202A,Conseil en systèmes et logiciels informatiques,Hardware and software consultancy,Computer and related services,,kgCO2e/€,0.0807,
6202B,Tierce maintenance de systèmes et d'applications informatiques,Third party maintenance of computer sytems and applications,Computer and related services,,kgCO2e/€,0.0807,
6203Z,Gestion d'installations informatiques,Computer facilities management activities,Computer and related services,,kgCO2e/€,0.0807,
6209Z,Autres activités informatiques,Other information technology and computer service activities,Computer and related services,,kgCO2e/€,0.0807,
6311Z,"Traitement de données, hébergement et activités connexes","Data processing, hosting and related activities",Computer and related services,,kgCO2e/€,0.0807,
6312Z,Portails Internet,Web portals,Computer and related services,,kgCO2e/€,0.0807,
6391Z,Activités des agences de presse,News agency activities,Recreational/cultural and sporting services,,kgCO2e/€,0.176,
6399Z,Autres services d'information n.c.a.,Other information service activities n.e.c.,Other business services,,kgCO2e/€,0.0917,
6411Z,Activités de banque centrale,Central banking,Financial intermediation services (except insurance and pension funding services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.089,0.11
6419Z,Autres intermédiations monétaires,Other monetary intermediation,Financial intermediation services (except insurance and pension funding services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.089,0.11
6420Z,Activités des sociétés holding,Activities of holding companies,Financial intermediation services (except insurance and pension funding services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.089,0.11
6430Z,Fonds de placement et entités financières similaires,"Trusts, funds and similar financial entities",Financial intermediation services (except insurance and pension funding services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.089,0.11
6491Z,Crédit-bail,Financial leasing,Financial intermediation services (except insurance and pension funding services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.089,0.11
6492Z,Autre distribution de crédit,Other credit granting,Financial intermediation services (except insurance and pension funding services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.089,0.11
6499Z,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.","Other financial service activities, except insurance and pension funding n.e.c.",Financial intermediation services (except insurance and pension funding services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.089,0.11
6511Z,Assurance vie,Life insurance,Insurance and pension funding services (except compulsory social security services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1066,0.11
6512Z,Autres assurances,Non-life insurance,Insurance and pension funding services (except compulsory social security services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1066,0.11
6520Z,Réassurance,Reinsurance,Insurance and pension funding services (except compulsory social security services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1066,0.11
6530Z,Caisses de retraite,Pension funding,Insurance and pension funding services (except compulsory social security services),"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1066,0.11
6611Z,Administration de marchés financiers,Administration of financial markets,Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6612Z,Courtage de valeurs mobilières et de marchandises,Security and commodity contracts brokerage,Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6619A,Supports juridiques de gestion de patrimoine mobilier,Juridical arrangement of movable property management,Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6619B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","Other activities auxiliary to financial services, except insurance and pension funding, n.e.c.",Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6621Z,Évaluation des risques et dommages,Risk and damage evaluation,Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6622Z,Activités des agents et courtiers d'assurances,Activities of insurance agents and brokers,Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6629Z,Autres activités auxiliaires d'assurance et de caisses de retraite,Other activities auxiliary to insurance and pension funding,Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6630Z,Gestion de fonds,Fund management activities,Services auxiliary to financial intermediation,"Insurance, banking, consulting services and honoraria",kgCO2e/€,0.1158,0.11
6810Z,Activités des marchands de biens immobiliers,Buying and selling of own real estate,Real estate services,,kgCO2e/€,0.0344,
6820A,Location de logements,Letting of dwellings,Real estate services,,kgCO2e/€,0.0344,
6820B,Location de terrains et d'autres biens immobiliers,Letting of land and other own property,Real estate services,,kgCO2e/€,0.0344,
6831Z,Agences immobilières,Real estate agencies,Real estate services,,kgCO2e/€,0.0344,
6832A,Administration d'immeubles et autres biens immobiliers,Management of residential building and other real estate on a fee or contract basis,Real estate services,,kgCO2e/€,0.0344,
6832B,Supports juridiques de gestion de patrimoine immobilier,Juridical arrangement of immovable property management,Real estate services,,kgCO2e/€,0.0344,
6910Z,Activités juridiques,Legal activities,Other business services,,kgCO2e/€,0.0917,
6920Z,Activités comptables,"Accounting, bookkeeping and auditing activities; tax consultancy",Other business services,,kgCO2e/€,0.0917,
7010Z,Activités des sièges sociaux,Activities of head offices,Other business services,,kgCO2e/€,0.0917,
7021Z,Conseil en relations publiques et communication,Public relations and communication activities,Other business services,,kgCO2e/€,0.0917,
7022Z,Conseil pour les affaires et autres conseils de gestion,Business and other management consultancy activities,Other business services,,kgCO2e/€,0.0917,
7111Z,Activités d'architecture,Architectural activities,Other business services,,kgCO2e/€,0.0917,
7112A,Activité des géomètres,Surveyor activities,Other business services,,kgCO2e/€,0.0917,
7112B,"Ingénierie, études techniques","Engineering, technical studies",Other business services,,kgCO2e/€,0.0917,
7120A,Contrôle technique automobile,Car technical testing,Other business services,,kgCO2e/€,0.0917,
7120B,"Analyses, essais et inspections techniques","Technical analyses, testing and inspections",Other business services,,kgCO2e/€,0.0917,
7211Z,Recherche-développement en biotechnologie,Research and experimental development on biotechnology,Research and development services,Research and development,kgCO2e/€,0.1321,0.25
7219Z,Recherche-développement en autres sciences physiques et naturelles,Other research and experimental development on natural sciences and engineering,Research and development services,Research and development,kgCO2e/€,0.1321,0.25
7220Z,Recherche-développement en sciences humaines et sociales,Research and experimental development on social sciences and humanities,Research and development services,Research and development,kgCO2e/€,0.1321,0.25
7311Z,Activités des agences de publicité,Advertising agencies,Other business services,,kgCO2e/€,0.0917,
7312Z,Régie publicitaire de médias,Media representation,Other business services,,kgCO2e/€,0.0917,
7320Z,Études de marché et sondages,Market research and public opinion polling,Other business services,,kgCO2e/€,0.0917,
7410Z,Activités spécialisées de design,Specialised design activities,Other business services,,kgCO2e/€,0.0917,
7420Z,Activités photographiques,Photographic activities,Other business services,,kgCO2e/€,0.0917,
7430Z,Traduction et interprétation,Translation and interpretation activities,Other business services,,kgCO2e/€,0.0917,
7490A,Activité des économistes de la construction,Activities of quantity surveyors,Other business services,,kgCO2e/€,0.0917,
7490B,"Activités spécialisées, scientifiques et techniques diverses","Sundry professional, scientific and technical activities",Other business services,,kgCO2e/€,0.0917,
7500Z,Activités vétérinaires,Veterinary activities,Health and social work,,kgCO2e/€,0.058,
7711A,Location de courte durée de voitures et de véhicules automobiles légers,Short term renting of cars and light motor vehicles,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7711B,Location de longue durée de voitures et de véhicules automobiles légers,Long term renting of cars and light motor vehicles,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7712Z,Location et location-bail de camions,Renting and leasing of trucks,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7721Z,Location et location-bail d'articles de loisirs et de sport,Renting and leasing of recreational and sports goods,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7722Z,Location de vidéocassettes et disques vidéo,Renting of video tapes and disks,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7729Z,Location et location-bail d'autres biens personnels et domestiques,Renting and leasing of other personal and household goods,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7731Z,Location et location-bail de machines et équipements agricoles,Renting and leasing of agricultural machinery and equipment,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7732Z,Location et location-bail de machines et équipements pour la construction,Renting and leasing of construction and civil engineering machinery and equipment,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7733Z,Location et location-bail de machines de bureau et de matériel informatique,Renting and leasing of office machinery and equipment (including computers),Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7734Z,Location et location-bail de matériels de transport par eau,Renting and leasing of water transport equipment,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7735Z,Location et location-bail de matériels de transport aérien,Renting and leasing of air transport equipment,Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7739Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Rental of machinery and equipment (without operator) and of personal and household goods (services),,kgCO2e/€,0.1086,
7740Z,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","Leasing of intellectual property and similar products, except copyrighted works",Other business services,,kgCO2e/€,0.0917,
7810Z,Activités des agences de placement de main-d'œuvre,Activities of employment placement agencies,Other business services,,kgCO2e/€,0.0917,
7820Z,Activités des agences de travail temporaire,Temporary employment agency activities,Other business services,,kgCO2e/€,0.0917,
7830Z,Autre mise à disposition de ressources humaines,Other human resources provision,Other business services,,kgCO2e/€,0.0917,
7911Z,Activités des agences de voyage,Travel agency activities,Supporting and auxiliary transport services/travel agency services,,kgCO2e/€,0.2289,
7912Z,Activités des voyagistes,Tour operator activities,Supporting and auxiliary transport services/travel agency services,,kgCO2e/€,0.2289,
7990Z,Autres services de réservation et activités connexes,Other reservation service and related activities,Supporting and auxiliary transport services/travel agency services,,kgCO2e/€,0.2289,
8010Z,Activités de sécurité privée,Private security activities,Other business services,,kgCO2e/€,0.0917,
8020Z,Activités liées aux systèmes de sécurité,Security systems service activities,Other business services,,kgCO2e/€,0.0917,
8030Z,Activités d'enquête,Investigation activities,Other business services,,kgCO2e/€,0.0917,
8110Z,Activités combinées de soutien lié aux bâtiments,Combined facilities support activities,Other business services,,kgCO2e/€,0.0917,
8121Z,Nettoyage courant des bâtiments,General cleaning of buildings,Other business services,,kgCO2e/€,0.0917,
8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,Other building and industrial cleaning activities,Other business services,,kgCO2e/€,0.0917,
8129A,"Désinfection, désinsectisation, dératisation","Desinfection, insect and rat extermination",Other business services,,kgCO2e/€,0.0917,
8129B,Autres activités de nettoyage n.c.a.,Other cleaning activities n.e.c.,Other business services,,kgCO2e/€,0.0917,
8130Z,Services d'aménagement paysager,Landscape service activities,Other business services,,kgCO2e/€,0.0917,
8211Z,Services administratifs combinés de bureau,Combined office administrative service activities,Other business services,,kgCO2e/€,0.0917,
8219Z,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopying, document preparation and other specialised office support activities",Other business services,,kgCO2e/€,0.0917,
8220Z,Activités de centres d'appels,Activities of call centres,Other business services,,kgCO2e/€,0.0917,
8230Z,"Organisation de foires, salons professionnels et congrès","Organisation of trade fairs, trade shows and conventions",Other business services,,kgCO2e/€,0.0917,
8291Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,Activities of collection agencies and credit bureaus,Other business services,,kgCO2e/€,0.0917,
8292Z,Activités de conditionnement,Packaging activities,Other business services,,kgCO2e/€,0.0917,
8299Z,Autres activités de soutien aux entreprises n.c.a.,Other business support service activities n.e.c.,Other business services,,kgCO2e/€,0.0917,
8411Z,Administration publique générale,General public administration activities,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8412Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8413Z,Administration publique (tutelle) des activités économiques,Regulation of and contribution to more efficient operation of businesses,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8421Z,Affaires étrangères,Foreign affairs,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8422Z,Défense,Defence activities,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8423Z,Justice,Justice and judicial activities,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8424Z,Activités d'ordre public et de sécurité,Public order and safety activities,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8425Z,Services du feu et de secours,Fire service activities,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8430A,Activités générales de sécurité sociale,Social security general activities,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8430B,Gestion des retraites complémentaires,Management of supplementary pensions,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8430C,Distribution sociale de revenus,Social distribution of incomes,Public administration and defense services/compulsory social security services,"Public administration and defence, mandatory health insurance",kgCO2e/€,0.101,0.16
8510Z,Enseignement pré-primaire,Pre-primary education,Education services,Education,kgCO2e/€,0.0656,0.12
8520Z,Enseignement primaire,Primary education,Education services,Education,kgCO2e/€,0.0656,0.12
8531Z,Enseignement secondaire général,General secondary education,Education services,Education,kgCO2e/€,0.0656,0.12
8532Z,Enseignement secondaire technique ou professionnel,Technical and vocational secondary education,Education services,Education,kgCO2e/€,0.0656,0.12
8541Z,Enseignement post-secondaire non supérieur,Post-secondary non-tertiary education,Education services,Education,kgCO2e/€,0.0656,0.12
8542Z,Enseignement supérieur,Tertiary education,Education services,Education,kgCO2e/€,0.0656,0.12
8551Z,Enseignement de disciplines sportives et d'activités de loisirs,Sports and recreation education,Education services,Education,kgCO2e/€,0.0656,0.12
8552Z,Enseignement culturel,Cultural education,Education services,Education,kgCO2e/€,0.0656,0.12
8553Z,Enseignement de la conduite,Driving school activities,Education services,Education,kgCO2e/€,0.0656,0.12
8559A,Formation continue d'adultes,Continuing education for adults,Education services,Education,kgCO2e/€,0.0656,0.12
8559B,Autres enseignements,Sundry education,Education services,Education,kgCO2e/€,0.0656,0.12
8560Z,Activités de soutien à l'enseignement,Educational support activities,Other business services,Education,kgCO2e/€,0.0917,0.12
8610Z,Activités hospitalières,Hospital activities,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8621Z,Activité des médecins généralistes,General medical practice activities,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8622A,Activités de radiodiagnostic et de radiothérapie,X-ray diagnosis and radiotherapy activities,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8622B,Activités chirurgicales,Surgery activities,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8622C,Autres activités des médecins spécialistes,Other specialist medical practice activities,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8623Z,Pratique dentaire,Dental practice activities,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8690A,Ambulances,Ambulances,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8690B,Laboratoires d'analyses médicales,Medical analysis laboratory,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8690C,Centres de collecte et banques d'organes,Collection centers and organ banks,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8690D,Activités des infirmiers et des sages-femmes,Activities of nurses and midwives,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8690E,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues","Activities of professionnals in re-education, prosthesis or health devices and chiropodists",Health and social work,Human health services,kgCO2e/€,0.058,0.12
8690F,Activités de santé humaine non classées ailleurs,Human health activities n.e.c.,Health and social work,Human health services,kgCO2e/€,0.058,0.12
8710A,Hébergement médicalisé pour personnes âgées,Residential nursing care activities for the elderly,Health and social work,Social action,kgCO2e/€,0.058,0.1
8710B,Hébergement médicalisé pour enfants handicapés,Residential nursing care activities for disabled children,Health and social work,Social action,kgCO2e/€,0.058,0.1
8710C,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé,Residential nursing care activities for disabled adults and other residential nursing care,Health and social work,Social action,kgCO2e/€,0.058,0.1
8720A,Hébergement social pour handicapés mentaux et malades mentaux,Residential care activities for mental retardation and mental health,Health and social work,Social action,kgCO2e/€,0.058,0.1
8720B,Hébergement social pour toxicomanes,Residential care activities for substance abuse,Health and social work,Social action,kgCO2e/€,0.058,0.1
8730A,Hébergement social pour personnes âgées,Residential care activities for the elderly,Health and social work,Social action,kgCO2e/€,0.058,0.1
8730B,Hébergement social pour handicapés physiques,Residential care activities for the disabled,Health and social work,Social action,kgCO2e/€,0.058,0.1
8790A,Hébergement social pour enfants en difficultés,Residential care activities for children with difficulties,Health and social work,Social action,kgCO2e/€,0.058,0.1
8790B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Residential care activities for adults and families with difficulties and other residential care activities,Health and social work,Social action,kgCO2e/€,0.058,0.1
8810A,Aide à domicile,Home helps,Health and social work,Social action,kgCO2e/€,0.058,0.1
8810B,Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées,Other welcome or guidance without accomodation for disabled adults or the elderly,Health and social work,Social action,kgCO2e/€,0.058,0.1
8810C,Aide par le travail,Assistance by work,Health and social work,Social action,kgCO2e/€,0.058,0.1
8891A,Accueil de jeunes enfants,Welcome facilities for young children,Health and social work,Social action,kgCO2e/€,0.058,0.1
8891B,Accueil ou accompagnement sans hébergement d'enfants handicapés,Welcome or guidance without accomodation for disabled children,Health and social work,Social action,kgCO2e/€,0.058,0.1
8899A,"Autre accueil ou accompagnement sans hébergement d'enfants 
et d'adolescents",Other welcome or guidance without accomodation for children and teenagers,Health and social work,Social action,kgCO2e/€,0.058,0.1
8899B,Action sociale sans hébergement n.c.a.,Social work activities without accommodation n.e.c.,Health and social work,Social action,kgCO2e/€,0.058,0.1
9001Z,Arts du spectacle vivant,Performing arts,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9002Z,Activités de soutien au spectacle vivant,Support activities to performing arts,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9003A,Création artistique relevant des arts plastiques,Artistic creation related to fine arts,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9003B,Autre création artistique,Other artistic creation,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9004Z,Gestion de salles de spectacles,Operation of arts facilities,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9101Z,Gestion des bibliothèques et des archives,Library and archives activities,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9102Z,Gestion des musées,Museums activities,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9103Z,Gestion des sites et monuments historiques et des attractions touristiques similaires,Operation of historical sites and buildings and similar visitor attractions,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9104Z,Gestion des jardins botaniques et zoologiques et des réserves naturelles,Botanical and zoological gardens and nature reserves activities,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9200Z,Organisation de jeux de hasard et d'argent,Gambling and betting activities,Recreational/cultural and sporting services,"Creative, artistic and performing arts (libraries, archives, museums and other cultural activities, organization of games and betting)",kgCO2e/€,0.176,0.21
9311Z,Gestion d'installations sportives,Operation of sports facilities,Recreational/cultural and sporting services,"Sports, recreation and leisure activities",kgCO2e/€,0.176,0.27
9312Z,Activités de clubs de sports,Activities of sport clubs,Recreational/cultural and sporting services,"Sports, recreation and leisure activities",kgCO2e/€,0.176,0.27
9313Z,Activités des centres de culture physique,Fitness facilities,Other services (not elsewhere specified),"Sports, recreation and leisure activities",kgCO2e/€,0.0614,0.27
9319Z,Autres activités liées au sport,Other sports activities,Recreational/cultural and sporting services,"Sports, recreation and leisure activities",kgCO2e/€,0.176,0.27
9321Z,Activités des parcs d'attractions et parcs à thèmes,Activities of amusement parks and theme parks,Recreational/cultural and sporting services,"Sports, recreation and leisure activities",kgCO2e/€,0.176,0.27
9329Z,Autres activités récréatives et de loisirs,Other amusement and recreation activities,Recreational/cultural and sporting services,"Sports, recreation and leisure activities",kgCO2e/€,0.176,0.27
9411Z,Activités des organisations patronales et consulaires,Activities of business and employers membership organisations,Membership organisation services (not elsewhere specified),Not-for-profit activities and charities,kgCO2e/€,0.1031,0.22
9412Z,Activités des organisations professionnelles,Activities of professional membership organisations,Membership organisation services (not elsewhere specified),Not-for-profit activities and charities,kgCO2e/€,0.1031,0.22
9420Z,Activités des syndicats de salariés,Activities of trade unions,Membership organisation services (not elsewhere specified),Not-for-profit activities and charities,kgCO2e/€,0.1031,0.22
9491Z,Activités des organisations religieuses,Activities of religious organisations,Membership organisation services (not elsewhere specified),Not-for-profit activities and charities,kgCO2e/€,0.1031,0.22
9492Z,Activités des organisations politiques,Activities of political organisations,Membership organisation services (not elsewhere specified),Not-for-profit activities and charities,kgCO2e/€,0.1031,0.22
9499Z,Autres organisations fonctionnant par adhésion volontaire,Other membership organisations based on voluntary membership,Membership organisation services (not elsewhere specified),Not-for-profit activities and charities,kgCO2e/€,0.1031,0.22
9511Z,Réparation d'ordinateurs et d'équipements périphériques,Repair of computers and peripheral equipment,Computer and related services,Machinery and equipment installation and repairs,kgCO2e/€,0.0807,0.39
9512Z,Réparation d'équipements de communication,Repair of communication equipment,Radio/television and communication equipment and apparatus,Machinery and equipment installation and repairs,kgCO2e/€,0.1819,0.39
9521Z,Réparation de produits électroniques grand public,Repair of consumer electronics,Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),Machinery and equipment installation and repairs,kgCO2e/€,0.0349,0.39
